"data","Somalia","jowhar","lughaye","zeylac","bossaso","dharkenley","daynile","gaalkacyo","hodan","belet_weyne","hawl_wadaag","kahda","marka","caynabo","laas_caanood","xudun","laasqoray","baki","borama","berbera","gebiley","hargeysa","owdweyne","xamar_weyne","garowe","cabdlcasiis","boondheere","karaan","shibis","shangaani","waaberi","wadajir","wardhiigleey","xamar_jabjab","yaaqshiid","afgooye","baidoa","diinsoor","baardheere","belet_xaawo","ceel_waaq","doolow","luuq","garbahaarey","afmadow","kismayo","burco","buuhoodle","sheikh","ceel_afweyn","ceerigaabo","qardho","burtinle","galdogob","hobyo","dhuusamarreeb","cabudwaaq","cadaado","wanla_weyn","xudur","ceel_barde","waajid"
"Between 30minutes and one hour","3.56","7.58","0","0","0","0","4.23","0","19.18","2.7","0","1.32","0","0","0","0","0","0","0","0","0","0","6.25","0","0","5.56","0","0","0","0","0","0","0","0","0","0","6.87","0","0","0","0","0","0","0","13.33","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"More than one hour","0.19","0","0","0","4.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0"
"For any of the following groups, are there any impediments to accessing latrines?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Women","50","42","0","0","62","63","57","53","55","41","19","57","0","50","24","0","90","100","14","50","50","55","71","60","100","67","50","0","75","100","50","53","73","100","83","51","44","0","0","0","0","0","23","50","80","40","85","12","20","29","0","8","100","0","33","100","100","100","0","0","25","100"
"Children","61","41","93","0","52","78","63","49","78","34","33","66","71","25","59","0","80","100","57","0","0","55","94","80","95","67","25","0","50","86","50","58","64","100","83","54","71","27","75","0","0","0","23","50","60","51","92","25","0","57","100","42","100","0","0","100","100","100","17","0","50","100"
"Elders (Persons age 60 and more)","76","59","93","33","83","78","82","76","81","46","62","78","71","50","71","33","70","100","86","75","50","85","94","100","100","78","50","0","50","71","42","53","82","100","100","63","75","100","100","14","100","50","54","50","100","81","92","100","0","100","100","50","100","100","100","100","100","100","33","0","100","33"
"Persons with difficulty seeing, hearing, or moving around","60","56","93","67","71","56","58","74","62","36","71","47","43","25","59","33","100","50","86","100","50","70","94","60","52","78","25","0","25","57","25","53","64","67","83","61","66","100","25","0","0","50","77","100","53","73","92","50","0","100","14","8","100","100","67","100","100","100","0","0","75","17"
"Minorities (persons not affiliated with the majority group / not affiliated with any clan / from another area as the majority of the other residents)","11","17","0","0","5","11","8","11","5","3","29","5","0","25","6","0","0","0","0","0","0","5","0","40","10","11","25","0","0","14","0","11","36","0","33","9","19","27","0","0","100","0","0","0","20","10","31","0","0","0","0","0","0","0","33","10","14","80","33","0","0","17"
"There are no impediments for any of the above groups","9","11","7","33","0","0","6","15","5","32","10","10","0","0","12","33","0","0","14","0","25","10","6","0","0","11","25","50","25","0","25","16","0","0","0","18","6","0","0","86","0","50","8","0","0","4","8","0","80","0","0","42","0","0","0","0","0","0","17","100","0","0"
"Do not know","4","26","0","0","0","0","2","0","3","32","0","3","14","0","0","0","0","0","0","0","0","5","0","0","0","0","0","50","0","0","33","5","0","0","0","4","0","0","0","0","0","0","8","0","0","4","0","0","0","0","0","42","0","0","0","0","0","0","17","11","0","0"
"Other","1","0","0","0","0","0","2","0","0","0","0","0","0","25","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"How long does it take for MOST residents of the site to walk to their nearest bathing facility? (TRAVEL ONE WAY)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Less than 15 minutes","63.55","93.33",NA,NA,"33.33",NA,"100","100","0","100",NA,NA,"0",NA,NA,NA,"100",NA,"100",NA,"66.67","100",NA,"50","28.57",NA,NA,NA,NA,NA,"100",NA,"100",NA,NA,"100","41.18","100",NA,NA,NA,NA,NA,NA,"0","66.67",NA,NA,NA,NA,NA,"100",NA,NA,NA,NA,NA,"100","100",NA,NA,"0"
"Between 15 and 30 minutes","17.76","0",NA,NA,"0",NA,"0","0","100","0",NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,"33.33","0",NA,"50","14.29",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0","35.29","0",NA,NA,NA,NA,NA,NA,"54.55","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0",NA,NA,"60"
"NC","17.76","6.67",NA,NA,"66.67",NA,"0","0","0","0",NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,"0","0",NA,"0","57.14",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0","23.53","0",NA,NA,NA,NA,NA,NA,"45.45","33.33",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0",NA,NA,"40"
"Between 30minutes and one hour","0.93","0",NA,NA,"0",NA,"0","0","0","0",NA,NA,"100",NA,NA,NA,"0",NA,"0",NA,"0","0",NA,"0","0",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0",NA,NA,"0"
"What proportion of residents use latrines for bathing?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0 to 25%","33.96","5.56",NA,NA,"33.33",NA,"28.57","0","100","0",NA,NA,"0",NA,NA,NA,"0",NA,"50",NA,"33.33","100",NA,"100","83.33",NA,NA,NA,NA,NA,"0",NA,"100",NA,NA,"100","25","100",NA,NA,NA,NA,NA,NA,"11.11","0",NA,NA,NA,NA,NA,"33.33",NA,NA,NA,NA,NA,"25","100",NA,NA,"0"
"NC","31.13","22.22",NA,NA,"0",NA,"28.57","100","0","0",NA,NA,"0",NA,NA,NA,"100",NA,"50",NA,"66.67","0",NA,"0","16.67",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0","62.5","0",NA,NA,NA,NA,NA,NA,"11.11","33.33",NA,NA,NA,NA,NA,"55.56",NA,NA,NA,NA,NA,"50","0",NA,NA,"40"
"26 to 50%","25.47","44.44",NA,NA,"66.67",NA,"28.57","0","0","100",NA,NA,"100",NA,NA,NA,"0",NA,"0",NA,"0","0",NA,"0","0",NA,NA,NA,NA,NA,"100",NA,"0",NA,NA,"0","6.25","0",NA,NA,NA,NA,NA,NA,"77.78","0",NA,NA,NA,NA,NA,"11.11",NA,NA,NA,NA,NA,"0","0",NA,NA,"60"
"51 to 75%","9.43","27.78",NA,NA,"0",NA,"14.29","0","0","0",NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,"0","0",NA,"0","0",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0","6.25","0",NA,NA,NA,NA,NA,NA,"0","66.67",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"25","0",NA,NA,"0"
"Do any households in the settlement have problems related to sanitation facilities (latrines/toilets)?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No problem","36","15",NA,"100","0","29","33","0","50","0","0","56","0",NA,NA,NA,"50",NA,"0",NA,"0","50",NA,"0","50",NA,"0",NA,NA,NA,"25","0","0",NA,NA,"60","61","0",NA,NA,NA,NA,NA,NA,"0","62",NA,NA,NA,"0","0","92",NA,NA,NA,NA,NA,"0","100",NA,NA,"0"
"Lack of sanitation facilities (latrines/toilets) / facilities too crowded","31","4",NA,"0","67","29","33","67","0","33","0","22","0",NA,NA,NA,"0",NA,"50",NA,"25","0",NA,"100","31",NA,"100",NA,NA,NA,"50","50","0",NA,NA,"0","24","67",NA,NA,NA,NA,NA,NA,"100","25",NA,NA,NA,"100","0","8",NA,NA,NA,NA,NA,"100","0",NA,NA,"33"
"Sanitation facilities (latrines/toilets) are not functioning or full","21","0",NA,"0","67","71","33","33","50","100","0","11","0",NA,NA,NA,"50",NA,"50",NA,"0","0",NA,"100","12",NA,"0",NA,NA,NA,"25","0","0",NA,NA,"0","7","17",NA,NA,NA,NA,NA,NA,"36","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,"100","0",NA,NA,"50"
"Sanitation facilities (latrines/toilets) are unclean/unhygienic","18","7",NA,"0","56","43","33","67","0","33","0","0","0",NA,NA,NA,"0",NA,"0",NA,"50","0",NA,"100","6",NA,"0",NA,NA,NA,"25","0","0",NA,NA,"0","2","67",NA,NA,NA,NA,NA,NA,"36","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,"60","0",NA,NA,"33"
"Sanitation facilities (latrines/toilets) are not private (no locks/door/walls/lighting etc.)","12","4",NA,"0","56","29","14","0","0","67","0","0","0",NA,NA,NA,"0",NA,"0",NA,"0","0",NA,"50","0",NA,"0",NA,NA,NA,"0","0","0",NA,NA,"0","4","0",NA,NA,NA,NA,NA,NA,"27","12",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,"100","0",NA,NA,"33"
"Sanitation facilities (latrines/toilets) are not segregated between men and women","14","4",NA,"0","11","14","14","0","50","0","0","11","0",NA,NA,NA,"50",NA,"50",NA,"50","25",NA,"0","0",NA,"100",NA,NA,NA,"25","0","0",NA,NA,"0","4","83",NA,NA,NA,NA,NA,NA,"27","0",NA,NA,NA,"0","100","0",NA,NA,NA,NA,NA,"100","0",NA,NA,"17"
"Sanitation facilities (latrines/toilets) are too far","9","4",NA,"0","56","0","14","0","50","0","0","0","0",NA,NA,NA,"50",NA,"0",NA,"0","0",NA,"50","0",NA,"100",NA,NA,NA,"0","0","0",NA,NA,"0","2","0",NA,NA,NA,NA,NA,NA,"27","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,"80","0",NA,NA,"0"
"Sanitation facilities (latrines/toilets) are difficult to reach (especially for people with disabilities)","9","11",NA,"0","11","14","10","0","0","0","0","0","0",NA,NA,NA,"0",NA,"0",NA,"0","25",NA,"0","0",NA,"0",NA,NA,NA,"0","50","0",NA,NA,"20","0","17",NA,NA,NA,NA,NA,NA,"27","0",NA,NA,NA,"0","100","0",NA,NA,NA,NA,NA,"80","0",NA,NA,"33"
"Going to the sanitation facilities (latrines/toilets) is dangerous","1","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0",NA,"0",NA,"0","0",NA,"0","6",NA,"0",NA,NA,NA,"0","0","0",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"9","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,"0"
"Some groups (children, women, elderly, ethnic minorities, etc.) do not have access to the waterpoints","2","0",NA,"0","11","0","0","0","0","0","0","0","0",NA,NA,NA,"50",NA,"0",NA,"0","0",NA,"0","0",NA,"0",NA,NA,NA,"0","0","0",NA,NA,"0","2","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,"40","0",NA,NA,"0"
"Other","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0",NA,"0",NA,"0","0",NA,"0","0",NA,"0",NA,NA,NA,"0","0","0",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,"0"
"Do not know","12","67",NA,"0","0","0","10","0","0","0","100","11","100",NA,NA,NA,"0",NA,"0",NA,"0","0",NA,"0","0",NA,"0",NA,NA,NA,"0","0","100",NA,NA,"40","0","0",NA,NA,NA,NA,NA,NA,"0","12",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,"0","0",NA,NA,"0"
"Within or around this site, what types of health facilities are available?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"First aid post","20","3","0","0","15","15","12","6","0","1","33","9","0","25","0","11","0","62","20","10","0","48","11","29","4","6","0","0","25","29","25","0","9","33","0","1","47","8","0","38","0","0","0","25","11","35","7","0","0","0","0","33","0","0","0","0","0","0","0","0","0","17"
"Pharmacy","58","52","58","60","75","96","76","9","64","77","81","78","86","62","22","11","20","38","20","10","50","8","50","57","41","33","75","0","25","71","83","58","82","33","100","46","47","58","0","62","100","100","31","0","28","65","33","25","25","75","44","42","0","40","33","0","0","0","67","0","100","17"
"District hospital","32","19","11","40","4","56","36","11","15","66","52","13","0","75","39","33","13","100","10","10","0","0","11","43","33","22","0","50","25","86","67","16","27","33","17","13","43","8","25","0","100","50","92","50","50","45","7","12","50","100","22","0","0","40","100","10","0","0","0","100","100","33"
"Mobile clinic","25","33","16","20","15","19","12","48","18","10","29","7","0","0","0","0","7","38","0","10","0","4","11","14","7","6","0","0","0","43","17","0","18","67","0","14","49","8","25","62","67","50","38","50","83","38","27","0","0","0","33","8","0","80","0","0","12","100","0","0","0","83"
"Private clinic","19","26","0","20","15","15","13","1","15","34","14","15","0","12","0","11","0","0","0","0","0","0","22","14","4","28","0","0","0","14","8","11","36","67","17","11","26","75","0","62","33","50","8","25","33","42","0","25","12","38","22","8","0","0","0","10","0","0","0","0","0","17"
"NGO clinic","20","6","16","20","8","22","19","15","1","10","43","10","0","12","6","0","0","0","0","0","0","12","28","57","4","17","0","50","0","14","0","42","36","100","83","10","34","75","50","25","0","50","8","0","0","31","20","19","0","25","11","33","0","40","0","0","0","20","0","78","0","17"
"Government run clinic","10","1","74","40","35","37","6","11","8","2","14","7","0","62","17","11","0","12","50","70","100","52","61","0","4","28","25","0","0","43","8","5","18","33","0","0","6","0","0","0","0","0","0","25","0","9","53","12","12","12","11","42","0","0","0","0","0","0","0","11","25","50"
"No access to any health facility","14","12","16","20","12","0","11","38","11","3","5","10","14","12","28","56","80","0","30","20","0","16","22","43","41","44","25","0","75","0","8","5","18","0","0","42","7","0","0","12","0","0","0","25","6","8","33","44","12","0","44","33","100","20","0","90","88","0","0","0","0","0"
"Do not know","5","17","0","0","2","0","7","10","9","3","0","5","0","0","0","0","0","0","0","0","0","20","6","0","15","11","0","50","0","0","0","0","0","0","0","27","1","0","0","0","0","0","0","0","6","1","0","0","0","0","0","25","0","0","0","20","0","0","33","0","0","0"
"Other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Within or around this site, what types of health services are available?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Basic primary healthcare","53","29","74","60","44","59","51","49","38","27","95","21","0","62","61","33","20","100","50","50","75","56","56","57","30","39","50","50","25","57","42","58","27","100","83","39","77","100","100","75","100","50","92","25","89","69","60","31","62","12","33","92","0","80","100","10","12","0","0","100","50","50"
"Vaccinations","48","61","74","80","42","67","45","55","62","10","81","26","86","88","94","78","53","100","50","40","0","56","50","86","59","61","75","50","75","71","83","37","64","67","83","35","50","83","25","12","67","50","92","75","72","54","87","50","100","100","89","92","0","60","100","40","0","100","67","11","100","83"
"Child healthcare","41","41","79","60","38","81","41","47","31","21","71","19","0","38","44","22","20","88","50","50","75","60","56","43","26","39","0","50","0","71","50","37","27","67","83","18","48","8","50","50","100","50","92","50","94","64","67","38","75","100","33","83","0","0","67","10","0","0","17","0","75","67"
"Maternal healthcare","34","19","68","40","60","67","25","40","27","18","52","19","0","75","44","33","7","100","50","50","0","48","56","43","11","28","0","0","0","29","50","47","27","33","83","10","38","8","0","0","100","50","62","25","61","56","73","31","62","100","22","83","0","0","67","10","0","0","17","100","100","33"
"Nutrition counselling / services","29","22","53","60","42","37","23","44","23","16","48","16","0","50","33","11","0","88","50","10","0","20","50","57","15","22","0","0","25","43","33","37","18","67","83","5","34","33","50","62","67","100","62","50","67","41","87","31","38","25","33","75","0","80","33","0","12","80","17","100","25","17"
"HIV Counselling and testing","5","3","16","0","2","0","3","32","1","2","0","2","0","12","0","0","0","12","10","10","0","0","0","0","0","11","0","0","0","14","0","0","18","0","0","5","5","0","25","0","0","50","0","0","0","4","60","0","12","0","0","17","0","0","0","0","0","0","0","0","0","0"
"Mental health services","5","14","21","0","0","4","5","5","1","5","0","4","0","12","0","0","0","0","0","10","0","0","0","0","0","22","0","0","0","0","0","5","9","0","0","0","6","0","0","0","0","0","0","0","28","3","27","6","12","0","11","8","0","0","0","0","0","0","0","0","0","17"
"None","24","14","16","20","21","0","26","41","15","46","0","50","14","12","6","11","47","0","40","30","0","20","22","14","30","39","25","50","25","0","8","16","9","0","17","51","9","0","0","12","0","0","0","25","6","14","7","44","0","0","11","8","100","20","0","60","75","0","33","0","0","0"
